leiden_r06,x_aligned,y_aligned,CD274
CAF,949.1337890625,546.3382568359375,0.0
CAF,953.2769775390625,563.1533813476562,0.0
CAF,955.0897827148438,538.8313598632812,0.0
CAF,937.430419921875,538.67822265625,0.0
CAF,923.8914184570312,513.3161010742188,0.0
CAF,948.361572265625,512.0659790039062,0.0
CAF,931.6167602539062,495.7515563964843,0.0
CAF,945.3142700195312,499.16302490234375,0.0
CAF,944.7544555664062,495.8855285644531,0.0
CAF,938.0906982421875,487.09136962890625,0.0
CAF,944.7830200195312,493.442138671875,0.0
CAF,922.349853515625,491.7601318359375,0.0
CAF,892.2985229492188,474.48040771484375,0.0
CAF,898.0213012695312,476.57843017578125,0.0
CAF,899.8890991210938,467.823486328125,0.0
CAF,903.10302734375,474.8913879394531,0.0
CAF,903.49951171875,471.42913818359375,0.0
CAF,912.24365234375,445.6218566894531,0.0
CAF,934.5230712890625,348.21685791015625,0.0
CAF,822.780029296875,545.6677856445312,0.0
CAF,767.0053100585938,606.296142578125,2.5719936
CAF,903.4296875,493.3101501464843,0.0
CAF,884.3564453125,509.05242919921875,0.0
CAF,920.0730590820312,524.61328125,0.0
CAF,940.8912963867188,516.0825805664062,0.0
CAF,941.747314453125,507.51123046875,0.0
CAF,940.143310546875,503.69366455078125,0.0
CAF,905.4152221679688,499.0127868652343,0.0
CAF,908.2440185546875,499.7739562988281,0.0
CAF,908.7764282226562,521.9599609375,0.0
CAF,905.8255004882812,517.7470092773438,0.0
CAF,876.5809936523438,511.4258728027343,0.0
CAF,874.0366821289062,521.6234741210938,0.0
CAF,889.7890014648438,531.1127319335938,0.0
CAF,884.7559204101562,522.2271118164062,0.0
CAF,864.430419921875,502.0855407714843,0.0
CAF,858.296630859375,508.3000793457031,0.0
CAF,851.820068359375,512.546875,0.0
CAF,851.8616333007812,515.7796630859375,0.0
CAF,859.2617797851562,511.6299743652343,0.0
CAF,942.410888671875,543.0095825195312,0.0
CAF,931.905517578125,522.103271484375,2.8560932
CAF,914.3102416992188,561.3131103515625,2.8499343
CAF,927.20361328125,548.4866943359375,0.0
CAF,878.8431396484375,537.7883911132812,0.0
CAF,887.9656372070312,535.7635498046875,0.0
CAF,876.5283813476562,542.23828125,0.0
CAF,888.1410522460938,545.8175659179688,0.0
CAF,888.885009765625,475.8474426269531,0.0
CAF,886.438720703125,475.1933288574219,0.0
CAF,877.8238525390625,471.9615783691406,0.0
CAF,886.7869262695312,478.0792541503906,0.0
CAF,887.7326049804688,491.18609619140625,0.0
CAF,880.884033203125,491.4438171386719,0.0
CAF,876.8939208984375,478.5123596191406,0.0
CAF,871.0888671875,484.0262451171875,0.0
CAF,869.3905639648438,469.3754577636719,0.0
CAF,848.992431640625,490.14837646484375,0.0
CAF,857.37646484375,491.0968933105469,0.0
CAF,855.3842163085938,496.77288818359375,0.0
CAF,864.258544921875,496.39190673828125,2.5210495
CAF,846.3796997070312,434.598388671875,0.0
CAF,880.1192016601562,473.8254699707031,0.0
CAF,217.80059814453125,328.7077941894531,0.0
CAF,215.9178009033203,318.02947998046875,0.0
CAF,217.07614135742188,324.48486328125,0.0
CAF,229.1965026855469,321.0220031738281,0.0
CAF,216.89080810546875,305.4526062011719,0.0
CAF,218.314208984375,303.9336242675781,0.0
CAF,241.9430847167969,330.04034423828125,0.0
CAF,210.05459594726562,343.3773193359375,0.0
CAF,215.71005249023438,348.73809814453125,0.0
CAF,221.13592529296875,342.02191162109375,0.0
CAF,227.71202087402344,349.313720703125,2.9036927
CAF,214.3964385986328,334.5414733886719,2.9385843
CAF,216.38323974609375,336.2853698730469,0.0
CAF,243.5718994140625,300.7311706542969,0.0
CAF,240.9218292236328,300.979248046875,0.0
CAF,256.50201416015625,250.9516906738281,0.0
CAF,262.5909118652344,249.3790283203125,2.6877544
CAF,245.3656463623047,255.88401794433594,0.0
CAF,256.0506286621094,263.9781494140625,0.0
CAF,258.3711242675781,255.1405029296875,0.0
CAF,231.1110382080078,286.5110168457031,0.0
CAF,235.8220672607422,304.568359375,0.0
CAF,238.6682434082031,301.5133361816406,0.0
CAF,217.8526611328125,293.92901611328125,0.0
CAF,213.505126953125,303.3831481933594,0.0
CAF,218.58509826660156,297.77545166015625,0.0
CAF,223.34759521484375,294.8493347167969,0.0
CAF,226.6086120605469,293.34033203125,0.0
CAF,228.2055969238281,301.0939636230469,0.0
CAF,225.55296325683594,300.9566345214844,0.0
CAF,238.8247375488281,266.5020751953125,0.0
CAF,243.42503356933594,268.0753479003906,0.0
CAF,241.01075744628906,283.98040771484375,0.0
CAF,243.7372283935547,258.565673828125,0.0
CAF,247.8937530517578,270.8931579589844,0.0
CAF,256.35076904296875,272.6072998046875,0.0
CAF,259.9425048828125,260.1659851074219,0.0
CAF,232.7135467529297,272.0609436035156,0.0
CAF,224.96817016601562,281.07525634765625,0.0
CAF,231.96510314941406,275.6934814453125,0.0
CAF,229.0557403564453,275.0029602050781,0.0
CAF,222.22557067871094,287.79888916015625,0.0
CAF,227.5797576904297,286.21148681640625,0.0
CAF,218.19613647460938,290.4767761230469,0.0
CAF,235.95135498046875,270.0189514160156,0.0
CAF,233.0597381591797,397.8174743652344,0.0
CAF,237.7318878173828,395.7088623046875,0.0
